,Word,Bias Score,Sentence Index
880,using,0.0784788727760315,58
881,activism,0.12471074610948563,58
882,in,0.00235480978153646,58
883,effort,0.02043328806757927,58
884,to,0.0005974654923193157,58
885,cancel,0.04769519343972206,58
886,conservative,0.31702300906181335,58
887,event,0.025553520768880844,58
888,(,0.0007127600838430226,58
889,this,0.002773652086034417,58
890,is,0.002076373202726245,58
891,a,0.0023302577901631594,58
892,fox,0.0017783306539058685,58
893,news,0.0009503120672889054,58
894,headline,0.016010267660021782,58
895,),0.0010098307393491268,58
896,green,0.04576951637864113,59
897,house,0.006585933733731508,59
898,gas,0.012548782862722874,59
899,##ses,0.006092229392379522,59
900,will,0.1423231065273285,59
901,bring,0.004922335036098957,59
902,about,0.0017517304513603449,59
903,fundamental,0.057824231684207916,59
904,changes,0.004026596900075674,59
905,to,0.0015674133319407701,59
906,the,0.0019196138018742204,59
907,world,0.024777786806225777,59
908,.,0.00589227257296443,59
909,the,0.04931826889514923,60
910,cap,0.03759754076600075,60
911,shot,0.06282578408718109,60
912,the,0.010760659351944923,60
913,dog,0.27878260612487793,60
914,with,0.036529846489429474,60
915,the,0.003683251328766346,60
916,collar,0.02238246612250805,60
917,.,0.00424073776230216,60
918,wee,0.0035465536639094353,61
919,##zer,0.0021887398324906826,61
920,and,0.0002678533492144197,61
921,green,0.00043208064744248986,61
922,day,0.00029718989389948547,61
923,are,0.004841736983507872,61
924,both,0.001336215646006167,61
925,bad,0.9867475032806396,61
